title,time_published,summary,overall_sentiment_score,overall_sentiment_label,ticker,relevance_score,ticker_sentiment_score,ticker_sentiment_label
Oracle  ( ORCL )  to Report Q1 Earnings: What's in the Cards?,20230907T155100,Oracle's (ORCL) fiscal first-quarter 2024 performance is expected to have benefited from the continued momentum in its cloud infrastructure services.,0.217665,Somewhat-Bullish,ORCL,0.550151,0.36238,Bullish
"Oracle, Berkshire Hathaway, Zoom Video And A Major Energy Stock Up 9% YTD: CNBC's 'Final Trades' - Berkshire Hathaway Inc. Common Stock  ( NYSE:BRK/A ) , Berkshire Hathaway Inc. New Common Stock  ( NYSE:BRK/B ) ",20230908T124744,"On CNBC's ""Halftime Report Final Trades,"" Bill Baruch named Oracle Corporation ORCL, which is scheduled to release quarterly earnings next week. Analysts expect Oracle to report quarterly earnings at $1.14 per share on revenue of $12.46 billion.",0.146319,Neutral,ORCL,0.601928,0.406855,Bullish
"Oracle, Bowlero And 3 Stocks To Watch Heading Into Monday - Casey's General Stores  ( NASDAQ:CASY ) , Bowlero  ( NYSE:BOWL ) ",20230911T071208,"With U.S. stock futures trading higher this morning on Monday, some of the stocks that may grab investor focus today are as follows: Wall Street expects Oracle Corporation ORCL to report quarterly earnings at $1.14 per share on revenue of $12.46 billion after the closing bell.",0.200586,Somewhat-Bullish,ORCL,0.539306,0.408125,Bullish
"Facility Management Market size worth USD 1759.25 Billion, Globally, by 2028 at 5.0% CAGR: Verified Market Research®",20230911T095300,"Facility Management Market size worth USD 1759.25 Billion, Globally, by 2028 at 5.0% CAGR: Verified Market ... PR ...",0.364946,Bullish,ORCL,0.036365,0.22734,Somewhat-Bullish
"Why S&P 500, Nasdaq Are Set To Bounce Back Today - Invesco QQQ Trust, Series 1  ( NASDAQ:QQQ ) , Tesla  ( NASDAQ:TSLA ) , FuelCell Energy  ( NASDAQ:FCEL ) , Oracle  ( NYSE:ORCL ) , Casey's General Stores  ( NASDAQ:CASY ) , SPDR S&P 500  ( ARCA:SPY ) ",20230911T104414,"Index futures suggest a stock market rebound on Monday after a lackluster holiday-shortened week. Bargain hunting and strength in Tesla Inc TSLA and Apple Inc AAPL may drive buying interest. However, a possible UAW strike and caution ahead of August inflation data could temper sentiment. Oracle ...",-0.132511,Neutral,ORCL,0.171282,0.047916,Neutral
"ORCL: Oracle  ( ORCL ) : Buy, Sell or Hold Before Earnings?",20230911T113622,"Oracle Corporation ( ORCL ) , a leading provider of an integrated suite of applications plus secure, autonomous infrastructure in the Oracle Cloud, beat on top and bottom lines in the fiscal 2023 fourth quarter as its cloud revenue jumped.",0.239185,Somewhat-Bullish,ORCL,0.593175,0.322623,Somewhat-Bullish
Oracle Likely To Post Higher Q1 Earnings; Here's A Look At Recent Price Target Changes By The Most Accurate Analysts - Oracle  ( NYSE:ORCL ) ,20230911T140949,"Oracle Corporation ORCL is expected to report its first quarter fiscal year 2024 financial results, after the closing bell on Sept. 11, 2023. Analysts expect the company to post quarterly earnings at $1.14 per share, up from year-ago earnings of $1.03 per share.",0.116303,Neutral,ORCL,0.436009,0.341176,Somewhat-Bullish
Market Eagerly Awaits Inflation Numbers,20230911T142900,"In terms of meaningful economic report data, we expect an eventful week.",0.01185,Neutral,ORCL,0.092569,0.024339,Neutral
Oracle stock falls after in-line revenue report,20230911T202700,Oracle Corp. shares fell in the extended session Monday after the software company reported in-line revenue for the quarter.,0.161499,Somewhat-Bullish,ORCL,0.904419,0.279661,Somewhat-Bullish
Oracle  ( ORCL )  Q1 Earnings Top Estimates,20230911T212503,"Oracle (ORCL) delivered earnings and revenue surprises of 4.39% and 0%, respectively, for the quarter ended August 2023. Do the numbers hold clues to what lies ahead for the stock?",0.18026,Somewhat-Bullish,ORCL,0.410059,0.178123,Somewhat-Bullish
Here's what investors selling Oracle on the company's mixed quarter and lower guide are missing,20230912T000751,The financial results could be an example of when it's more important to focus on what the company says about the long-term.,-0.158408,Somewhat-Bearish,ORCL,0.856646,-0.267321,Somewhat-Bearish
"Oracle stock slumps, Apple shares steady and other stocks on the move",20230912T092600,"Apple, WestRock and Oracle are the stocks in the spotlight.",0.195517,Somewhat-Bullish,ORCL,0.504646,-0.393249,Bearish
Is First Trust Cloud Computing ETF  ( SKYY )  a Strong ETF Right Now?,20230912T102006,Smart Beta ETF report for ...,0.161591,Somewhat-Bullish,ORCL,0.118647,0.056165,Neutral
"Why S&P 500, Nasdaq Are Set To Open In The Red Today - Invesco QQQ Trust, Series 1  ( NASDAQ:QQQ ) , WestRock  ( NYSE:WRK ) , Tesla  ( NASDAQ:TSLA ) , Oracle  ( NYSE:ORCL ) , SPDR S&P 500  ( ARCA:SPY ) ",20230912T104748,"The market outlook remains uncertain, with stock index futures indicating a modestly lower opening on Tuesday. Apple Inc. AAPL may offer support to the tech sector, but Oracle Corp.'s ORCL negative guidance weighs on sentiment.",0.103376,Neutral,ORCL,0.184834,-0.182755,Somewhat-Bearish
Syneos Health and Oracle to Expand Relationship to Accelerate Patient Recruitment & Advance Health Equity,20230912T113000,"MORRISVILLE, N.C., Sept. 12, 2023 ( GLOBE NEWSWIRE ) -- Syneos Health® ( Nasdaq:SYNH ) , a leading fully integrated biopharmaceutical solutions organization, today announced a strategic collaboration that will expand its relationship with Oracle.",0.397822,Bullish,ORCL,0.068306,-0.160649,Somewhat-Bearish
"Oracle, J. M. Smucker And A Tech ETF Up 43% This Year: CNBC's 'Final Trades' - iShares Expanded Tech-Software Sector ETF  ( BATS:IGV ) , Oracle  ( NYSE:ORCL ) ",20230912T124631,"On CNBC's ""Halftime Report Final Trades,"" Jim Lebenthal of Cerity Partners named Oracle Corporation ORCL as his final trade. Oracle reported upbeat earnings for its first quarter, while sales fell short of expectations. Benzinga's analyst ratings data shows a consensus Buy rating on Oracle.",0.178583,Somewhat-Bullish,ORCL,0.862496,0.079359,Neutral
Oracle Sinks Post Lackluster Q1 Earnings: ETFs in Focus,20230912T145100,"Oracle (ORCL) reported lackluster first-quarter fiscal 2024 results. The software giant provided downbeat guidance, citing strong competition in the cloud-computing industry and a digital spending pullback. However, it beat earnings estimates.",0.181993,Somewhat-Bullish,ORCL,0.493299,0.217719,Somewhat-Bullish
Why Oracle Corporation Stock Is Down Today - Oracle  ( NYSE:ORCL ) ,20230912T160253,Oracle Corporation ORCL ( NASDAQ: ) shares are trading lower Tuesday after the company reported mixed first-quarter financial results. Oracle reported first-quarter financial results after the market close on Monday.,0.068413,Neutral,ORCL,0.972433,0.186438,Somewhat-Bullish
Why Oracle Stock Took a Dive Today,20230912T160406,The cloud infrastructure giant fell as it forecast slowing revenue growth.,0.203028,Somewhat-Bullish,ORCL,0.510588,0.20663,Somewhat-Bullish
"Wall Street dips, the dollar strengthens ahead to key inflation data",20230912T172220,NEW YORK ( Reuters ) -Wall Street softened and the dollar rebounded on Tuesday as investors looked ahead to key inflation data and further clues regarding the duration of the U.S. Federal Reserve's restrictive monetary policy.,-0.091305,Neutral,ORCL,0.072217,-0.189593,Somewhat-Bearish
Why Palo Alto Networks Stock Fell Tuesday? - Palo Alto Networks  ( NASDAQ:PANW ) ,20230912T202709,"Palo Alto Networks, Inc. PANW shares fell on Tuesday in sympathy with Oracle ORCL, which dropped after issuing soft guidance. What To Know: On Monday, Oracle reported mixed first-quarter earnings results.",0.107975,Neutral,ORCL,0.812724,0.303128,Somewhat-Bullish
Oracle Attracts Bearish Options Bets After Mixed Quarterly Results - Oracle  ( NYSE:ORCL ) ,20230913T122815,"Oracle Corporation ORCL shares traded sharply lower on Tuesday after the company reported mixed first-quarter financial results. On CNBC's ""Options Action,"" Mike Khouw of Optimize Advisors said Oracle traded more than 9x its average daily volume and was among the top five busiest single stock ...",0.057249,Neutral,ORCL,0.874135,0.169958,Somewhat-Bullish
"New Report From Deloitte, Oracle and MIT Tech Review Insights Reveals Customer-Centric Business Models Are Imperative for Modern Retailers",20230913T123500,"New Report From Deloitte, Oracle and MIT Tech Review Insights Reveals Customer-Centric Business Models Are ... PR ...",0.311404,Somewhat-Bullish,ORCL,0.037271,-0.14313,Neutral
The latest inflation uptick means the Fed will likely raise interest rates one more time,20230913T151312,The Investing Club holds its Morning Meeting every weekday at 10:20 a.m. ET.,0.193846,Somewhat-Bullish,ORCL,0.411176,0.226988,Somewhat-Bullish
What's Going On With Oracle Corporation Stock? - Oracle  ( NYSE:ORCL ) ,20230913T154829,Oracle Corporation ORCL shares are trading higher Wednesday. The stock appears to be recovering after falling more than 13% on Tuesday. Shares of ORCL fell on Tuesday after the company released mixed first-quarter financial results after the market close on Monday.,0.102796,Neutral,ORCL,0.985273,0.197306,Somewhat-Bullish
"Sports Analytics Market set to grow by USD 4.23 billion from 2022 to 2027, Growing demand for mobile applications in ... - PR Newswire",20230915T071500,"Sports Analytics Market set to grow by USD 4.23 billion from 2022 to 2027, Growing demand for mobile applications in ... PR ...",0.332385,Somewhat-Bullish,ORCL,0.051111,0.0,Neutral
Better Tech Stock: Oracle vs. HP,20230917T131500,Which of these blue-chip tech giants is the better buy right now?,0.082562,Neutral,ORCL,0.418863,0.185268,Somewhat-Bullish
Digital Realty To Provide Seamless Access to Oracle EU Sovereign Cloud,20230918T120000,"AUSTIN, Texas, Sept. 18, 2023 /PRNewswire/ -- Digital Realty ( NYSE: DLR ) , the largest global provider of cloud- and carrier-neutral data center, colocation, and interconnection solutions, today announced it will offer connectivity to the recently-launched Oracle EU Sovereign Cloud via Oracle ...",0.019476,Neutral,ORCL,0.863033,-0.050365,Neutral
Twenty-Nine Palms Band of Mission Indians Establishes Foundations for Future Generational Success with Oracle Fusion Cloud Applications,20230918T120600,Twenty-Nine Palms Band of Mission Indians Establishes Foundations for Future Generational Success with Oracle ... PR ...,0.21983,Somewhat-Bullish,ORCL,0.644033,0.358051,Bullish
TrueBlue Automates Finance and HR with Oracle Fusion Cloud Applications,20230918T120800,"Leading workforce solutions company consolidates over 20 business systems and embraces automation to increase productivity, reduce costs, and improve business insights",0.272278,Somewhat-Bullish,ORCL,0.86071,0.364688,Bullish
Providence Boosts Enterprise Operations with Oracle Fusion Cloud Applications,20230918T120900,"Not-for-profit health system unifies finance, HR, and supply chain in the cloud to help its teams streamline operations and stay focused on delivering high-quality patient care",0.383293,Bullish,ORCL,0.706785,0.566854,Bullish
Tenet Healthcare Streamlines HR and Payroll Processes with Oracle,20230918T121000,Leading health system and services platform selects Oracle Cloud HCM to automate manual processes and improve user experience,0.294667,Somewhat-Bullish,ORCL,0.821902,0.382892,Bullish
Red Bull Ford Powertrains Uses Oracle Cloud Infrastructure to Build Hybrid Engine from the Ground Up,20230918T121100,OCI helps Red Bull Ford Powertrains speed design process by doubling the number of engine simulations to keep aggressive goals for 2026 racing season on track,0.211756,Somewhat-Bullish,ORCL,0.619309,0.316527,Somewhat-Bullish
Oracle Transforms Payments and Transaction Banking in the Cloud,20230918T121500,Full spectrum cash management and payments solutions enable banks to improve visibility and forecasting to help corporate customers better manage cash,0.234282,Somewhat-Bullish,ORCL,0.734746,0.260183,Somewhat-Bullish
Oracle Helps Healthcare Organizations Optimize Workforce Management,20230918T121600,"New Oracle Cloud HCM capabilities enable HR and operational leaders to better manage complex scheduling needs, empower staff, improve retention, and prioritize patient care",0.385096,Bullish,ORCL,0.801044,0.575717,Bullish
"Oracle Helps Healthcare Organizations Solve Financial, Planning, and Supply Chain Challenges",20230918T121700,New healthcare-specific capabilities in Oracle Fusion Cloud Applications Suite help healthcare organizations unify operations and improve patient outcomes,0.332362,Somewhat-Bullish,ORCL,0.817966,0.531727,Bullish
Oracle Brings Generative AI Capabilities to Healthcare,20230918T121800,"New capabilities combine the power of generative AI and voice to help providers focus more on patient engagement, building trust, and improving care Patients will now have the freedom to get quick answers to clinical questions, schedule appointments, and more via simple voice commands",0.243829,Somewhat-Bullish,ORCL,0.708829,0.301031,Somewhat-Bullish
"If You Invested $1000 in Workday a Decade Ago, This is How Much It'd Be Worth Now",20230918T123004,"Investing in certain stocks can pay off in the long run, especially if you hold on for a decade or more.",0.204844,Somewhat-Bullish,ORCL,0.05749,0.088161,Neutral
We're picking up shares of this tech stock after an unwarranted sell-off last week,20230918T123727,The double-digit percent drop was an overreaction and a clear-cut buying opportunity.,0.252852,Somewhat-Bullish,ORCL,0.885652,0.422829,Bullish
"Oracle and Uber Co-innovate to Transform Last Mile Delivery in Retail - Oracle  ( NYSE:ORCL ) , Uber Technologies  ( NYSE:UBER ) ",20230919T120200,"With Oracle and Uber Direct, retailers can now offer same-day delivery and returns to get customers their purchases faster while helping retailers move merchandise more effectively",0.297559,Somewhat-Bullish,ORCL,0.804667,0.499868,Bullish
